GeoName,Year,Total_population,Total_households,Female_population,Male_population,Median_age,Median_household_income_past_12m,Bachelor_degree,Master_degree,Professional_degree,Doctorate_degree,Num_employed,Num_unemployed,Labor_force,Avg_household_size,Median_value_owner_occupied_housing,Households_solar_energy_fuel,Num_under_18,Num_18_to_34,Num_35_to_64,Num_65_more,Num_industry_agriculture_fishing_hunting,consensus,consensusOppose,futuregen,futuregenOppose,happening,happeningOppose,harmUS,harmUSOppose,human,humanOppose,personal,personalOppose,regulate,regulateOppose,timing,timingOppose,worried,worriedOppose,Average_Temperature_per_Year,Average_Precipitation_per_Year,Average_PDSI_per_Year,Region,Price_per_unit_thousands_USD,Volume_California_Million_Pieces,Revenue_California_Billion_USD
"Stanislaus County, California",2015,527367,169196,266322,261045,33.5,50125,36060.0,11818.0,4588.0,1515.0,208428,37259,245687,3.08,190800,296,145559,127636,192126,62046,11313,44.74,28.87,68.24,19.98,66.53,14.79,57.27,31.22,55.3,30.43,40.57,46.8,77.46,21.24,47.64,52.11,59.59,40.33,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Sonoma County, California",2015,495078,187782,252261,242817,40.8,64240,73923.0,25770.0,9668.0,4499.0,240247,21168,261415,2.59,436400,591,103689,109191,203182,79016,7910,53.89,27.39,73.07,16.8,71.66,11.67,59.76,31.69,59.82,26.19,40.68,48.95,80.36,18.48,51.71,48.11,63.37,36.57,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Tehama County, California",2015,63152,23704,31663,31489,40.5,41001,4105.0,1364.0,501.0,193.0,23127,3511,26638,2.63,171500,74,15281,12511,24422,10938,1629,43.21,31.97,66.58,22.06,64.72,15.03,53.78,36.63,47.47,34.28,36.24,52.42,74.93,24.62,44.7,54.44,55.5,43.7,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Mono County, California",2015,14146,4906,6835,7311,38.5,56944,2243.0,536.0,332.0,21.0,7061,1094,8155,2.82,313000,9,2822,3610,5833,1881,386,52.13,27.41,70.73,20.47,71.37,12.05,57.47,34.32,53.13,30.83,39.95,51.03,75.5,23.9,49.05,49.93,61.66,38.25,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"San Benito County, California",2015,57557,17198,28784,28773,35.0,71077,4834.0,1373.0,452.0,214.0,26261,3636,29897,3.33,380200,71,15773,12991,22530,6263,1800,44.69,28.28,68.66,18.28,68.59,12.4,57.71,30.26,52.49,31.41,42.2,45.42,74.88,22.82,48.26,50.76,60.35,38.88,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Sacramento County, California",2015,1465832,522596,748715,717117,35.5,55987,184008.0,61344.0,22112.0,9891.0,633897,84904,718801,2.76,248400,629,360744,361840,561961,181287,5087,54.02,26.93,71.7,17.95,72.86,11.97,60.04,31.69,51.88,30.08,42.17,47.24,77.62,19.46,50.23,49.57,61.63,37.58,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"El Dorado County, California",2015,182093,67086,91123,90970,44.9,69584,26827.0,9686.0,3165.0,1673.0,79568,9925,89493,2.69,363000,359,38825,31880,80341,31047,842,44.38,34.2,65.74,26.17,64.94,15.71,53.05,39.96,47.94,35.63,35.04,56.19,74.51,25.17,43.27,56.57,54.17,45.75,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Monterey County, California",2015,428441,125402,209142,219299,33.5,58783,38266.0,15719.0,4563.0,3617.0,177333,16358,193691,3.26,369100,272,113389,110033,155340,49679,30827,50.22,24.43,71.61,16.41,71.7,9.68,62.31,27.32,56.46,28.1,45.87,42.72,77.0,20.88,52.54,45.73,65.69,34.23,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Sierra County, California",2015,3021,1252,1516,1505,54.5,42833,360.0,69.0,21.0,9.0,1110,96,1206,2.38,170400,0,463,332,1489,737,79,45.89,31.27,66.68,22.58,66.72,14.82,53.77,37.32,49.64,33.69,36.1,53.93,75.18,23.68,44.94,54.12,55.97,43.27,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"San Diego County, California",2015,3223096,1094157,1604151,1618945,35.1,64309,470339.0,190165.0,56309.0,43493.0,1462130,139302,1601432,2.86,429600,3174,727474,879304,1218644,397674,13106,49.44,29.05,70.11,20.52,69.55,12.3,59.05,33.05,50.67,31.08,40.85,50.2,78.44,20.59,47.95,51.33,61.54,38.45,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Tulare County, California",2015,454033,133570,226607,227426,30.3,42031,24805.0,7467.0,2843.0,953.0,170780,23322,194102,3.36,162700,232,144013,112673,151235,46112,33058,46.48,26.54,68.77,19.45,67.58,12.72,59.04,28.77,54.9,29.79,43.4,43.42,74.98,22.97,49.02,50.11,61.66,37.54,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Yolo County, California",2015,207320,71997,106383,100937,30.9,54989,23810.0,12402.0,4405.0,6422.0,92806,9225,102031,2.77,325700,416,45366,69328,69869,22757,3636,53.84,25.66,73.43,17.23,74.35,10.51,62.31,30.05,57.38,27.96,44.03,46.72,78.68,20.13,52.56,46.55,66.46,33.46,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Humboldt County, California",2015,135034,53036,67501,67533,37.4,42197,16774.0,5384.0,1664.0,1533.0,58449,6868,65317,2.47,279300,106,26444,36746,51950,19894,2550,52.58,28.49,70.76,19.81,72.21,12.58,57.84,34.41,54.86,30.38,38.41,52.68,78.28,20.5,48.32,50.81,60.46,39.47,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Nevada County, California",2015,98570,40993,49902,48668,49.0,56521,16003.0,5976.0,2038.0,875.0,41473,4524,45997,2.38,347000,165,17810,16504,42246,22010,456,49.17,32.33,69.67,21.64,68.73,15.25,55.0,37.43,53.14,31.32,35.94,55.38,77.48,21.55,46.18,53.69,57.83,42.1,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Alpine County, California",2015,1131,358,477,654,43.6,52917,112.0,50.0,10.0,38.0,408,49,457,3.06,295000,0,251,223,433,224,0,48.84,29.23,69.0,22.18,69.56,13.19,55.13,37.25,49.29,33.27,37.29,54.26,73.26,26.16,46.55,52.39,58.03,41.91,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Madera County, California",2015,153187,43159,79324,73863,33.5,45073,8876.0,2503.0,777.0,486.0,53032,4280,57312,3.35,189700,51,42771,36659,54652,19105,10545,42.12,28.28,66.45,20.06,66.39,13.32,56.6,31.03,48.72,33.81,40.79,45.18,73.6,25.03,46.95,52.17,59.34,40.52,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Mendocino County, California",2015,87544,34017,43717,43827,42.2,42980,9648.0,3098.0,1136.0,617.0,36848,5107,41955,2.51,308400,81,19093,17112,35463,15876,2048,51.29,27.55,72.0,18.34,72.17,11.68,58.27,32.37,55.59,29.6,39.88,49.65,78.52,20.24,50.31,49.41,61.61,37.66,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Santa Cruz County, California",2015,269278,94802,135564,133714,37.0,67256,40356.0,17045.0,4860.0,4247.0,131321,10866,142187,2.72,578800,324,54688,73685,106388,34517,7146,57.76,25.39,74.29,16.58,76.69,10.6,61.94,30.56,62.42,24.68,42.77,48.04,80.61,18.36,53.04,46.85,66.13,33.79,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Trinity County, California",2015,13373,5484,6495,6878,50.3,34974,1545.0,427.0,46.0,43.0,4832,479,5311,2.38,263100,10,2318,1944,5996,3115,105,52.6,28.16,69.69,19.87,71.22,12.69,57.64,34.62,53.59,30.77,38.72,51.9,77.04,21.86,49.35,50.4,60.92,38.99,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Los Angeles County, California",2015,10038388,3263069,5093037,4945351,35.6,56196,1316803.0,458481.0,153427.0,85223.0,4635465,515124,5150589,3.02,441900,3495,2322174,2609276,3917179,1189759,20621,51.08,24.38,71.87,14.45,70.74,11.53,63.01,25.79,59.03,25.33,47.27,40.68,77.25,20.65,51.27,46.93,65.95,33.3,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Riverside County, California",2015,2298032,699232,1154555,1143477,34.5,56603,192721.0,76987.0,19411.0,12654.0,920603,136070,1056673,3.24,253200,1341,614733,548555,840531,294213,14866,48.46,26.38,71.21,17.35,70.15,11.32,61.32,29.54,54.98,28.86,43.59,44.75,77.79,20.42,49.67,49.55,63.51,35.61,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"San Bernardino County, California",2015,2094769,614325,1052716,1042053,32.5,53433,156673.0,61936.0,14310.0,9298.0,829145,119583,948728,3.33,236700,602,579758,538770,767313,208928,5037,45.35,26.91,69.03,17.77,70.1,11.83,58.84,28.98,52.63,32.85,42.9,43.89,78.66,19.44,50.39,48.74,61.35,37.84,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Santa Clara County, California",2015,1868149,621463,929145,939004,36.8,96310,330869.0,199599.0,34134.0,43627.0,915619,76126,991745,2.95,698600,1237,435435,446870,762981,222863,4974,53.36,27.08,74.21,14.77,75.07,9.81,60.89,29.27,59.91,24.69,42.75,47.06,77.62,20.28,51.87,47.9,63.45,36.45,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Marin County, California",2015,258349,103670,131889,126460,45.4,93257,59435.0,28280.0,11733.0,6055.0,129027,7854,136881,2.41,815100,380,53142,39964,116688,48555,704,58.53,26.33,74.33,17.44,76.0,11.39,60.75,32.17,59.49,25.46,41.14,51.48,79.68,19.31,52.4,47.43,65.44,34.5,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Placer County, California",2015,366280,135456,187551,178729,41.0,73948,61722.0,20529.0,6405.0,3225.0,162616,14762,177378,2.67,358500,513,85308,69592,148376,63004,892,47.35,33.3,68.4,22.44,67.8,15.49,53.72,39.33,49.13,36.32,35.88,55.36,74.87,24.24,43.21,56.02,55.05,44.86,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Siskiyou County, California",2015,43895,19133,22070,21825,47.8,37170,4922.0,1648.0,429.0,225.0,16127,2337,18464,2.26,174700,65,8922,7465,17858,9650,1494,46.52,31.37,68.23,22.14,68.16,14.46,53.73,37.81,50.11,33.58,35.65,54.12,74.84,24.12,44.76,54.38,56.46,43.42,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Shasta County, California",2015,178942,69375,91091,87851,42.2,44620,15910.0,5349.0,2181.0,954.0,69261,7965,77226,2.54,216600,67,38961,36861,69625,33495,1530,41.47,34.89,66.13,23.35,63.6,17.08,52.04,39.19,48.6,34.52,33.64,55.75,75.75,23.91,43.6,56.3,52.87,47.03,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Solano County, California",2015,425753,143612,213872,211881,37.3,66828,50060.0,13776.0,4601.0,2557.0,187021,24000,211021,2.89,279100,586,99163,101343,170209,55038,2470,48.23,27.22,70.18,19.2,69.09,11.75,59.16,31.11,53.81,30.74,41.86,46.57,76.98,21.8,49.61,49.48,59.77,40.18,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Del Norte County, California",2015,27788,9420,12370,15418,38.8,40847,1831.0,660.0,198.0,265.0,8612,1116,9728,2.55,183700,0,5897,6367,11404,4120,347,41.13,31.93,64.87,23.55,63.97,15.79,52.23,37.29,46.88,36.18,35.33,52.53,73.25,26.09,43.5,55.55,53.41,46.49,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Glenn County, California",2015,28029,9497,13861,14168,37.2,39349,1904.0,461.0,204.0,90.0,10523,1518,12041,2.92,204400,26,7590,5946,10506,3987,2007,42.97,30.54,66.11,22.27,65.17,14.62,54.46,34.34,48.86,34.05,37.76,49.33,73.54,25.22,45.38,53.77,56.03,43.84,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Butte County, California",2015,222564,85318,112449,110115,36.8,43444,25062.0,7667.0,2763.0,1516.0,89411,12264,101675,2.55,221700,213,45422,61075,79248,36819,3214,46.28,30.95,67.1,22.98,68.91,14.52,55.4,36.02,48.33,34.21,36.62,53.05,75.76,23.17,46.6,53.23,57.46,42.46,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Plumas County, California",2015,18966,8217,9358,9608,51.3,47333,1929.0,852.0,278.0,118.0,7200,1289,8489,2.26,217200,0,3227,2970,8155,4614,628,45.01,30.46,66.96,23.41,64.82,15.58,53.96,36.96,48.35,33.7,37.21,51.25,73.57,26.13,44.88,52.99,56.42,42.81,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"San Luis Obispo County, California",2015,276517,103576,135564,140953,39.3,60691,38026.0,14550.0,4339.0,3332.0,124997,8764,133761,2.51,445700,401,50846,75284,103763,46624,3862,49.28,30.02,69.76,20.95,70.76,13.88,55.79,35.88,54.48,29.99,37.46,53.14,75.54,23.44,46.55,53.29,58.54,41.38,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Kern County, California",2015,865736,259700,421189,444547,31.1,49026,52776.0,18062.0,5179.0,3038.0,327294,47438,374732,3.21,167400,603,255909,225310,301166,83351,38720,43.16,27.76,62.95,23.35,66.97,13.49,56.74,31.51,51.11,34.04,41.09,45.48,73.75,23.36,46.16,52.19,58.51,41.3,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Ventura County, California",2015,840833,268969,424349,416484,37.1,77348,110073.0,44636.0,12327.0,7647.0,398116,37593,435709,3.08,458100,523,206217,192754,331778,110084,20912,48.27,29.65,68.84,20.51,70.61,13.11,57.76,32.78,51.18,32.5,40.75,48.76,76.98,21.88,47.29,51.12,60.22,39.03,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Calaveras County, California",2015,44767,18060,22624,22143,50.7,53233,4847.0,1639.0,402.0,130.0,16248,2227,18475,2.45,243800,19,8190,6534,19176,10867,362,41.55,34.73,64.36,25.68,63.88,16.95,50.14,40.6,45.74,36.23,32.98,56.67,73.14,26.44,41.41,57.72,51.37,48.54,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"San Mateo County, California",2015,748731,259711,380315,368416,39.5,93623,143912.0,62487.0,20113.0,15389.0,387006,27732,414738,2.85,776300,405,162030,161771,317566,107364,2195,56.68,25.44,74.76,14.95,76.81,9.77,63.25,28.52,62.33,24.55,44.53,46.79,81.46,16.81,55.12,44.75,68.14,31.71,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Tuolumne County, California",2015,54079,22133,25861,28218,48.6,50306,5611.0,1899.0,538.0,300.0,19477,2878,22355,2.28,259300,78,9089,10385,22314,12291,471,43.55,33.14,65.87,23.71,64.33,16.4,52.91,38.42,49.28,34.65,35.1,54.42,75.36,24.23,43.47,55.7,53.96,45.94,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Amador County, California",2015,36995,13925,16983,20012,50.0,54171,4204.0,1186.0,504.0,201.0,12573,2048,14621,2.36,251000,38,5737,5997,16604,8657,125,42.13,34.03,65.01,25.14,64.36,17.14,51.49,39.13,46.22,37.28,33.71,55.12,73.85,25.06,41.99,57.17,52.6,47.3,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Lake County, California",2015,64158,26993,32012,32146,45.5,35578,4988.0,1659.0,422.0,291.0,23011,3949,26960,2.34,164300,72,13120,11713,26642,12683,1500,46.36,30.42,68.98,20.44,68.16,13.59,55.27,35.16,52.31,32.46,37.13,51.59,77.26,21.53,46.67,52.38,58.4,41.51,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Modoc County, California",2015,9184,3745,4520,4664,47.8,37860,890.0,208.0,74.0,39.0,3334,315,3649,2.32,153100,0,1884,1436,3796,2068,638,45.21,31.43,65.93,23.72,66.27,15.11,52.65,38.29,47.4,35.02,35.6,53.71,72.0,27.58,44.15,54.29,54.47,44.72,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Inyo County, California",2015,18373,7957,9159,9214,45.7,45955,1942.0,923.0,179.0,113.0,8370,608,8978,2.23,240100,22,3827,3301,7396,3849,290,45.18,30.72,66.99,22.39,67.51,14.43,55.17,36.02,49.29,34.31,37.42,52.15,74.93,24.47,45.52,53.49,57.02,42.22,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Santa Barbara County, California",2015,435850,142713,217367,218483,33.6,63985,51447.0,21555.0,7195.0,6027.0,203616,17816,221432,2.92,465300,284,98487,126814,150993,59556,16501,52.01,25.97,70.22,19.28,71.7,10.2,61.02,30.39,55.91,27.58,43.73,46.75,76.35,21.65,51.32,47.08,63.28,35.85,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Imperial County, California",2015,178206,46452,87039,91167,32.2,41079,10599.0,3686.0,696.0,121.0,58391,12307,70698,3.61,151600,26,51022,44695,61773,20716,5630,45.44,25.22,69.69,16.11,69.53,10.53,61.46,25.18,56.07,28.93,46.5,38.48,75.83,21.92,50.25,48.75,64.37,35.53,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Alameda County, California",2015,1584983,558907,808284,776699,37.1,75619,272700.0,134717.0,30924.0,30802.0,778132,70100,848232,2.78,543100,1088,343309,397945,651796,191933,2676,62.72,21.69,77.94,12.96,81.34,7.3,66.69,24.68,65.46,22.3,48.05,42.91,81.66,16.53,57.76,42.2,71.94,28.0,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Napa County, California",2015,140295,49494,70497,69798,40.3,71379,20811.0,6600.0,2508.0,1401.0,68587,5581,74168,2.74,466800,243,31100,29915,56197,23083,4241,52.56,27.57,71.82,17.69,71.79,11.68,59.75,30.87,58.15,27.45,41.39,48.81,79.45,18.68,50.9,48.92,62.99,36.27,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"San Francisco County, California",2015,840763,353287,412854,427909,38.5,81294,215189.0,92048.0,31357.0,16567.0,478373,34785,513158,2.32,799600,569,112704,255814,353068,119177,834,63.37,22.74,76.98,14.12,80.44,8.09,65.9,27.74,65.31,20.25,46.58,46.06,81.23,17.64,57.55,41.76,71.44,28.5,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Colusa County, California",2015,21396,6966,10267,11129,34.0,52168,1519.0,184.0,193.0,47.0,8837,1023,9860,3.04,196000,41,6051,4879,7735,2731,2408,41.57,29.27,66.48,20.98,65.49,14.19,55.74,32.08,49.52,33.66,39.99,46.17,72.93,25.7,45.95,53.17,57.57,42.28,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Kings County, California",2015,150998,41554,67040,83958,31.4,46481,8941.0,2157.0,1036.0,204.0,50960,7602,58562,3.19,169500,204,41626,42330,53824,13218,7754,42.31,28.58,66.32,21.25,64.75,14.16,56.54,31.27,49.47,33.62,41.53,45.29,73.84,24.13,46.61,52.49,57.6,41.6,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Fresno County, California",2015,956749,296305,479433,477316,31.4,45233,74082.0,23344.0,8874.0,4546.0,374564,57137,431701,3.17,194600,1009,277818,247820,326996,104115,38291,44.83,26.97,69.45,18.07,68.36,12.89,59.41,29.2,51.54,33.31,42.89,44.01,74.81,23.31,49.89,49.32,62.77,37.13,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Orange County, California",2015,3116069,1009353,1576469,1539600,37.1,76509,506749.0,187565.0,57152.0,32667.0,1508753,124773,1633526,3.04,553600,1151,725250,748213,1244949,397657,6546,47.26,31.02,70.03,20.23,69.44,13.8,58.15,33.82,54.82,32.12,40.65,49.09,76.2,23.7,47.74,52.26,58.07,41.17,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"Sutter County, California",2015,95247,31917,47898,47349,35.4,52017,7354.0,2313.0,816.0,250.0,37520,5691,43211,2.95,198700,38,25300,21820,34742,13385,3199,44.29,30.32,67.67,21.36,66.76,14.47,56.22,33.43,50.9,31.92,39.26,49.24,74.81,24.08,46.15,53.05,57.81,42.07,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"San Joaquin County, California",2015,708554,219073,356154,352400,33.5,53274,54524.0,17034.0,5302.0,3161.0,280460,44592,325052,3.16,223000,657,199312,168811,259719,80712,13638,47.92,26.75,69.68,17.71,71.81,11.8,59.04,29.59,56.7,28.9,42.12,44.67,75.5,22.42,50.15,49.66,62.17,37.74,60.75833333333333,1.2533333333333334,-4.7975,California,0.517,1.568823590972455,0.6800580588669835
"San Diego County, California",2016,3253356,1103128,1618219,1635137,35.3,66529,487026.0,199234.0,58066.0,44596.0,1495776,126990,1622766,2.87,454600,5276,727664,886823,1225434,413435,13032,50.88,28.1,71.21,20.05,71.1,11.6,60.1,32.11,52.33,31.15,41.7,49.41,76.88,22.19,50.9,48.67,62.07,37.9,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Tulare County, California",2016,455769,134153,227806,227963,30.4,42789,24659.0,8033.0,2901.0,1220.0,171147,20254,191401,3.36,169600,465,143945,112507,151825,47492,32839,46.95,26.08,69.54,18.9,68.16,12.43,60.08,28.54,54.79,30.57,44.8,42.84,72.95,24.95,51.04,48.21,61.32,38.07,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Yolo County, California",2016,209671,72544,107403,102268,30.9,57663,25078.0,12765.0,4541.0,6541.0,93852,8105,101957,2.78,346200,587,45453,70268,70169,23781,3802,56.67,24.32,75.85,15.46,76.69,9.03,64.61,28.11,59.75,26.92,46.06,45.44,78.37,20.26,56.11,43.11,67.91,31.92,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Humboldt County, California",2016,135182,53689,67733,67449,37.6,42685,17031.0,5389.0,1872.0,1366.0,59587,6228,65815,2.44,279000,110,26399,36407,51623,20753,2307,55.16,26.99,72.52,18.62,74.43,11.15,59.67,32.83,56.72,29.76,39.82,51.36,77.56,21.0,51.65,47.61,61.92,37.94,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Nevada County, California",2016,98639,40587,49806,48833,49.5,57429,16694.0,6092.0,1966.0,818.0,41251,3968,45219,2.4,355900,175,17548,16351,41647,23093,425,50.34,31.65,70.34,21.27,69.46,14.5,56.01,36.86,53.28,31.64,36.88,54.76,75.96,23.1,48.35,51.37,57.65,42.19,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Alpine County, California",2016,1184,343,492,692,42.8,62375,140.0,67.0,8.0,20.0,413,55,468,3.34,329500,0,274,226,438,246,8,51.67,27.46,72.01,19.36,72.12,11.38,59.26,33.51,52.57,31.55,40.57,51.52,73.52,25.31,51.1,47.78,61.07,38.81,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Madera County, California",2016,153366,43574,79331,74035,33.5,45742,8636.0,2558.0,784.0,518.0,54488,4872,59360,3.34,204800,184,42662,36762,54231,19711,9887,43.24,27.56,67.89,19.12,67.77,12.64,58.21,30.06,50.44,33.63,42.57,44.36,72.2,26.05,49.9,49.33,59.68,40.04,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Mendocino County, California",2016,87409,34594,43775,43634,42.3,43510,9665.0,3374.0,1139.0,669.0,36803,4526,41329,2.46,319100,72,19043,16896,34928,16542,2290,53.58,26.11,73.99,16.69,74.34,10.35,60.54,30.74,57.18,29.2,41.76,48.3,78.05,20.48,53.62,45.83,63.22,36.31,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Santa Cruz County, California",2016,270931,95062,136564,134367,37.0,70088,40953.0,18085.0,4872.0,4476.0,132206,10361,142567,2.72,615200,471,54522,73929,105856,36624,7079,60.53,23.78,76.59,15.15,78.38,9.21,63.88,29.13,63.84,24.36,44.54,47.07,80.22,18.73,56.08,43.7,67.26,32.59,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Trinity County, California",2016,13180,5468,6428,6752,50.6,35270,1594.0,339.0,72.0,39.0,4791,526,5317,2.35,270100,12,2277,1816,5906,3181,116,52.2,28.32,70.38,19.75,71.45,12.38,58.29,34.24,53.18,31.55,39.45,51.8,75.07,23.72,50.69,48.79,59.84,39.97,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Los Angeles County, California",2016,10057155,3281845,5102539,4954616,35.8,57952,1348250.0,474729.0,155849.0,86083.0,4709319,460565,5169884,3.01,465000,4954,2296785,2612640,3920528,1227202,19679,54.15,22.77,73.75,13.89,72.48,10.07,65.03,24.58,60.06,25.67,49.54,39.37,76.51,21.3,54.55,43.86,66.9,32.6,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"Riverside County, California",2016,2323892,705716,1167766,1156126,34.8,57972,198192.0,79849.0,20311.0,12893.0,946798,120960,1067758,3.25,276300,2299,613547,555284,848569,306492,14490,49.91,25.76,72.41,16.7,71.3,10.64,61.63,29.08,55.95,28.72,44.17,44.51,76.58,21.84,51.35,48.11,63.03,36.22,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
"San Bernardino County, California",2016,2106754,618922,1058829,1047925,32.7,54469,162213.0,63738.0,14542.0,9429.0,847144,104472,951616,3.32,256000,857,576482,542638,769429,218205,5042,46.71,25.83,71.05,16.55,72.19,10.67,60.69,27.97,54.27,32.71,44.8,42.77,78.32,19.88,53.79,45.49,62.71,36.69,60.13333333333333,2.1441666666666666,-1.3833333333333335,California,0.5055000000000001,1.564133535394062,0.7855843093808257
