Date, Palmer Drought Severity Index (PDSI),State, Precipitation_x, Average Temperature_x, Average Temperature_y, Precipitation_y
2001-05,-4.14,Idaho,1.02,52.6,,
2001-06,-4.15,Idaho,1.40,57.4,,
2001-07,-3.97,Idaho,1.12,65.6,,
2001-08,-4.36,Idaho,0.17,68.2,,
2001-09,-4.47,Idaho,0.73,59.4,,
2001-10,-3.79,Idaho,2.22,44.6,,
2001-11,-3.71,Idaho,2.51,36.2,,
2001-12,-3.25,Idaho,3.50,22.1,,
2002-01,-2.75,Idaho,2.97,23.2,,
2002-02,-3.10,Idaho,1.33,23.9,,
2002-03,-2.62,Idaho,2.39,30.1,,
2002-04,-2.35,Idaho,1.98,41.5,,
2002-05,-2.39,Idaho,1.53,48.7,,
2002-06,-2.46,Idaho,1.42,58.8,,
2002-07,-2.76,Idaho,0.51,69.0,,
2002-08,-2.99,Idaho,0.51,61.8,,
2002-09,-2.91,Idaho,1.03,55.9,,
2002-10,-3.14,Idaho,0.63,41.0,,
2002-11,-3.61,Idaho,1.60,32.8,,
2002-12,-3.63,Idaho,3.08,28.8,,
2003-01,-3.40,Idaho,3.19,31.4,,
2003-02,-3.27,Idaho,2.01,27.1,,
2003-03,-2.54,Idaho,3.31,36.3,,
2003-04,-1.89,Idaho,2.54,40.8,,
2003-05,-1.74,Idaho,2.02,49.9,,
2003-06,-2.34,Idaho,0.64,59.1,,
2003-07,-3.02,Idaho,0.30,70.4,,
2003-08,-3.19,Idaho,0.96,67.7,,
2003-09,-3.36,Idaho,0.72,56.7,,
2003-10,-3.85,Idaho,0.80,48.7,,
2003-11,-3.80,Idaho,2.45,28.2,,
2003-12,-3.39,Idaho,3.62,28.1,,
2004-01,-3.03,Idaho,2.90,22.8,,
2004-02,-2.82,Idaho,2.19,26.3,,
2004-03,-3.77,Idaho,1.10,39.3,,
2004-04,-3.96,Idaho,1.37,44.6,,
2004-05,0.89,Idaho,3.50,48.9,,
2004-06,0.56,Idaho,1.43,58.4,,
2004-07,0.63,Idaho,0.91,66.3,,
2004-08,1.33,Idaho,1.90,63.7,,
2004-09,1.49,Idaho,1.55,53.7,,
2004-10,1.74,Idaho,2.41,44.6,,
2004-11,-0.50,Idaho,1.38,32.7,,
2004-12,-0.77,Idaho,2.54,28.5,,
2005-01,-1.32,Idaho,1.81,26.5,,
2005-02,-2.20,Idaho,0.71,28.5,,
2005-03,-2.10,Idaho,2.44,35.9,,
2005-04,0.13,Idaho,2.22,41.7,,
2005-05,1.35,Idaho,4.11,49.9,,
2005-06,1.76,Idaho,2.44,54.3,,
2005-07,1.83,Idaho,0.35,66.8,,
2005-08,1.34,Idaho,0.47,64.8,,
2005-09,1.01,Idaho,0.93,54.1,,
2005-10,0.89,Idaho,1.84,45.5,,
2005-11,0.87,Idaho,2.88,32.0,,
2005-12,1.40,Idaho,4.38,23.0,,
2006-01,2.37,Idaho,4.71,27.9,,
2006-02,1.78,Idaho,1.79,24.4,,
2006-03,1.91,Idaho,2.69,32.4,,
2006-04,2.28,Idaho,3.07,42.8,,
2006-05,-0.41,Idaho,1.63,51.8,,
2006-06,-0.62,Idaho,1.74,60.6,,
2006-07,-1.23,Idaho,0.46,70.1,,
2006-08,-1.82,Idaho,0.40,63.7,,
2006-09,-1.70,Idaho,1.25,55.1,,
2006-10,-1.60,Idaho,1.58,43.0,,
2006-11,-0.73,Idaho,4.34,33.1,,
2006-12,-0.57,Idaho,2.72,25.3,,
2007-01,-1.12,Idaho,1.36,20.7,,
2007-02,-0.95,Idaho,2.45,30.8,,
2007-03,-1.84,Idaho,1.45,38.9,,
2007-04,-1.99,Idaho,1.59,43.0,,
2007-05,-2.54,Idaho,1.09,52.0,,
2007-06,-2.89,Idaho,1.23,59.6,,
2007-07,-3.65,Idaho,0.38,72.0,,
2007-08,-4.07,Idaho,0.51,65.4,,
2007-09,-3.74,Idaho,1.26,54.9,,
2007-10,-2.84,Idaho,2.58,43.1,,
2007-11,-2.87,Idaho,2.04,33.5,,
2007-12,-2.39,Idaho,3.62,23.4,,
2008-01,-1.64,Idaho,3.53,19.9,,
2008-02,-1.55,Idaho,2.23,27.6,,
2008-03,-1.30,Idaho,2.28,30.3,,
2008-04,-1.28,Idaho,1.20,36.3,,
2008-05,-1.25,Idaho,1.82,48.9,,
2008-06,-1.32,Idaho,1.43,56.3,,
2008-07,-1.60,Idaho,0.31,66.5,,
2008-08,-1.71,Idaho,0.82,64.8,,
2008-09,-1.90,Idaho,0.77,55.5,,
2008-10,-2.17,Idaho,1.04,44.5,,
2008-11,-2.31,Idaho,2.80,37.1,,
2008-12,-1.98,Idaho,3.74,22.6,,
2009-01,-1.80,Idaho,2.72,25.0,,
2009-02,-2.17,Idaho,1.46,27.6,,
2009-03,0.65,Idaho,3.17,31.4,,
2009-04,0.56,Idaho,1.84,40.7,,
2009-05,0.40,Idaho,2.03,50.8,,
2009-06,1.41,Idaho,3.51,56.3,,
2009-07,1.77,Idaho,0.71,65.8,,
2009-08,2.22,Idaho,1.45,63.8,,
2009-09,-0.66,Idaho,0.35,60.1,,
2009-10,0.69,Idaho,2.47,39.5,,
2009-11,-0.46,Idaho,1.33,33.0,,
2009-12,-0.99,Idaho,1.84,19.8,,
2010-01,-1.24,Idaho,2.54,28.2,,
2010-02,-1.91,Idaho,1.06,28.9,,
2010-03,-2.16,Idaho,1.86,35.2,,
2010-04,0.50,Idaho,2.64,40.0,,
2010-05,1.23,Idaho,2.77,44.1,,
2010-06,2.08,Idaho,3.24,55.5,,
2010-07,2.28,Idaho,0.52,64.2,,
2010-08,2.41,Idaho,0.83,62.8,,
2010-09,2.02,Idaho,0.94,56.4,,
2010-10,2.12,Idaho,2.49,47.5,,
2010-11,2.26,Idaho,3.03,30.5,,
2010-12,2.81,Idaho,4.22,26.6,,
2011-01,2.65,Idaho,2.79,24.0,,
2011-02,2.11,Idaho,1.93,24.3,,
2011-03,2.88,Idaho,3.88,33.4,,
2011-04,3.66,Idaho,3.18,36.4,,
2011-05,4.19,Idaho,3.15,45.8,,
2011-06,4.02,Idaho,1.96,54.0,,
2011-07,3.89,Idaho,0.55,64.3,,
2011-08,-0.20,Idaho,0.51,66.1,,
2011-09,-0.89,Idaho,0.39,59.6,,
2011-10,-0.23,Idaho,2.83,45.4,,
2011-11,-0.40,Idaho,1.99,30.5,,
2011-12,-1.04,Idaho,1.53,24.8,,
2012-01,-0.91,Idaho,3.33,26.8,,
2012-02,-1.17,Idaho,1.78,28.0,,
2012-03,-0.06,Idaho,4.25,36.4,,
2012-04,-0.17,Idaho,2.12,44.4,,
2012-05,-0.22,Idaho,1.91,49.0,,
2012-06,-0.30,Idaho,1.60,56.9,,
2012-07,-0.25,Idaho,0.93,68.5,,
2012-08,-0.86,Idaho,0.28,67.3,,
2012-09,-1.55,Idaho,0.32,58.4,,
2012-10,0.34,Idaho,2.32,43.7,,
2012-11,0.18,Idaho,2.75,36.0,,
2012-12,0.63,Idaho,4.12,25.8,,
2013-01,-0.33,Idaho,1.90,20.2,,
2013-02,-1.09,Idaho,1.07,27.5,,
2013-03,-1.66,Idaho,1.47,35.1,,
2013-04,-1.49,Idaho,1.81,40.1,,
2013-05,-1.77,Idaho,1.51,51.0,,
2013-06,-2.02,Idaho,1.35,59.3,,
2013-07,-2.51,Idaho,0.53,69.6,,
2013-08,-2.84,Idaho,0.71,67.6,,
2013-09,-1.56,Idaho,2.96,57.1,,
2013-10,-1.85,Idaho,0.85,42.1,,
2013-11,-2.44,Idaho,1.72,33.8,,
2013-12,-3.17,Idaho,1.76,21.1,,
2014-01,-3.91,Idaho,2.02,27.7,,
2014-02,-3.00,Idaho,3.68,28.0,,
2014-03,-1.90,Idaho,3.92,36.2,,
2014-04,-1.61,Idaho,2.15,41.6,,
2014-05,-2.07,Idaho,1.26,51.6,,
2014-06,-2.25,Idaho,1.32,56.7,,
2014-07,-2.76,Idaho,0.39,69.3,,
2014-08,-1.76,Idaho,2.29,63.8,,
2014-09,-1.51,Idaho,1.53,57.6,,
2014-10,-1.87,Idaho,1.29,48.5,,
2014-11,-1.49,Idaho,3.32,31.1,,
2014-12,-1.22,Idaho,3.30,29.1,,
2015-01,-1.34,Idaho,2.06,28.7,,
2015-02,-1.71,Idaho,1.86,35.2,,
2015-03,-2.62,Idaho,1.51,40.8,,
2015-04,-2.86,Idaho,1.23,42.3,,
2015-05,-2.21,Idaho,2.89,51.8,,
2015-06,-2.88,Idaho,0.77,64.7,,
2015-07,-2.70,Idaho,1.37,65.1,,
2015-08,-2.68,Idaho,0.76,65.8,,
2015-09,-2.46,Idaho,1.31,57.2,,
2015-10,-2.59,Idaho,1.69,50.7,,
2015-11,-2.56,Idaho,2.51,29.9,,
2015-12,-1.77,Idaho,4.56,24.3,,
2016-01,-1.53,Idaho,2.66,25.8,,
2016-02,-1.80,Idaho,1.65,31.9,,
2016-03,-1.10,Idaho,3.58,37.0,,
2016-04,-1.57,Idaho,1.65,47.0,,
2016-05,-1.42,Idaho,2.21,50.6,,
2016-06,-2.06,Idaho,0.80,61.2,,
2016-07,-2.44,Idaho,0.72,64.8,,
2016-08,-3.01,Idaho,0.15,64.7,,
2016-09,0.33,Idaho,1.82,54.6,,
2016-10,1.86,Idaho,4.54,45.7,,
2016-11,1.21,Idaho,1.44,38.7,,
2016-12,1.46,Idaho,3.66,19.1,,
2017-01,1.72,Idaho,3.33,18.5,,
2017-02,3.09,Idaho,4.91,29.5,,
2017-03,3.53,Idaho,4.14,38.5,,
2017-04,3.83,Idaho,2.95,40.3,,
2017-05,-0.35,Idaho,1.60,50.6,,
2017-06,-0.51,Idaho,1.69,59.1,,
2017-07,-1.13,Idaho,0.33,70.0,,
2017-08,-1.86,Idaho,0.35,66.9,,
2017-09,-1.22,Idaho,2.09,55.7,,
2017-10,-1.06,Idaho,1.65,41.9,,
2017-11,-0.72,Idaho,3.55,34.9,,
2017-12,-0.95,Idaho,2.24,25.2,,
2018-01,-0.88,Idaho,2.78,30.4,,
2018-02,-0.81,Idaho,2.33,26.2,,
2018-03,-0.48,Idaho,2.75,33.7,,
2018-04,-0.16,Idaho,2.54,42.4,,
2018-05,-0.17,Idaho,2.47,54.0,,
2018-06,-0.28,Idaho,1.64,57.7,,
2018-07,-0.85,Idaho,0.12,68.4,,
2018-08,-1.37,Idaho,0.53,65.0,,
2018-09,-2.06,Idaho,0.16,56.2,,
2018-10,-1.76,Idaho,1.94,44.0,,
2018-11,-1.80,Idaho,2.38,32.0,,
2018-12,-2.10,Idaho,2.24,24.3,,
2019-01,-2.41,Idaho,2.22,26.3,,
2019-02,1.47,Idaho,4.78,23.2,,
2019-03,0.81,Idaho,1.40,32.4,,
2019-04,1.36,Idaho,3.20,42.9,,
2019-05,1.68,Idaho,2.83,49.8,,
2019-06,-0.39,Idaho,1.09,57.2,,
2019-07,-0.52,Idaho,0.54,65.5,,
2019-08,-0.82,Idaho,0.60,66.0,,
2019-09,0.53,Idaho,2.09,55.0,,
2019-10,0.77,Idaho,1.58,36.6,,
2019-11,-0.97,Idaho,0.82,34.3,,
2019-12,-1.56,Idaho,2.26,26.6,,
2020-01,-1.26,Idaho,3.96,27.3,,
2020-02,-1.27,Idaho,2.12,26.2,,
2020-03,-1.48,Idaho,2.01,35.1,,
2020-04,-1.66,Idaho,1.44,41.6,,
2020-05,0.17,Idaho,2.45,50.6,,
2020-06,0.93,Idaho,2.99,56.2,,
2020-07,1.14,Idaho,0.43,64.9,,
2020-08,-0.40,Idaho,0.25,67.1,,
2020-09,-0.87,Idaho,0.68,58.7,,
2020-10,-0.99,Idaho,1.52,45.4,,
2020-11,-1.20,Idaho,2.43,32.7,,
2020-12,-1.79,Idaho,1.91,26.2,,
2021-01,-2.23,Idaho,2.33,26.6,,
2021-02,-1.58,Idaho,3.06,25.4,,
2021-03,-2.26,Idaho,1.18,34.8,,
2021-04,-2.74,Idaho,0.86,42.0,,
2021-05,-2.95,Idaho,1.38,49.8,,
2021-06,-3.88,Idaho,0.56,65.1,,
2021-07,-4.88,Idaho,0.58,71.8,,
2021-08,-4.64,Idaho,1.24,63.9,,
2021-09,-4.60,Idaho,0.84,57.2,,
2021-10,-3.54,Idaho,2.90,45.2,,
2021-11,-3.57,Idaho,2.17,36.7,,
2021-12,-2.91,Idaho,3.91,26.5,,
2022-01,-2.73,Idaho,2.31,23.7,,
2022-02,-3.34,Idaho,0.91,24.4,,
2022-03,-3.78,Idaho,1.44,36.2,,
2022-04,-2.86,Idaho,2.34,37.0,,
2022-05,-1.63,Idaho,3.23,46.1,,
2022-06,-1.25,Idaho,2.08,57.2,,
2022-07,-1.18,Idaho,0.26,69.5,,
2022-08,-1.54,Idaho,0.71,69.3,,
2022-09,-1.82,Idaho,0.99,60.8,,
2022-10,-2.16,Idaho,1.25,48.0,,
2022-11,-2.01,Idaho,2.91,26.2,,
2022-12,-1.67,Idaho,3.61,22.7,,
2023-01,-1.88,Idaho,1.89,23.6,,
2023-02,-2.17,Idaho,1.56,24.0,,
2023-03,-1.27,Idaho,3.21,28.3,,
1993-02,2.80,Illinois,1.78,27.0,,
1993-03,2.64,Illinois,3.05,36.8,,
1993-04,3.06,Illinois,5.13,49.2,,
1993-05,2.42,Illinois,3.29,63.2,,
1993-06,3.33,Illinois,6.85,70.5,,
1993-07,4.23,Illinois,6.61,76.6,,
1993-08,4.69,Illinois,5.05,74.9,,
1993-09,6.37,Illinois,7.54,61.6,,
1993-10,6.06,Illinois,2.46,51.8,,
1993-11,6.55,Illinois,4.22,39.6,,
1993-12,-0.08,Illinois,1.53,31.4,,
1994-01,0.06,Illinois,1.87,19.9,,
1994-02,0.06,Illinois,1.70,27.1,,
1994-03,-0.81,Illinois,1.31,41.1,,
1994-04,0.91,Illinois,6.14,53.2,,
1994-05,-0.62,Illinois,2.15,60.6,,
1994-06,-0.65,Illinois,4.16,73.8,,
1994-07,-0.93,Illinois,2.73,73.8,,
1994-08,-0.73,Illinois,3.58,70.6,,
1994-09,-1.03,Illinois,2.38,65.3,,
1994-10,-1.39,Illinois,2.03,56.4,,
1994-11,0.58,Illinois,5.54,46.2,,
1994-12,0.38,Illinois,1.92,35.9,,
1995-01,0.96,Illinois,3.17,25.8,,
1995-02,0.53,Illinois,1.00,29.8,,
1995-03,0.09,Illinois,2.46,43.3,,
1995-04,0.48,Illinois,4.47,50.1,,
1995-05,2.29,Illinois,8.89,60.1,,
1995-06,-0.21,Illinois,3.53,72.3,,
1995-07,-0.50,Illinois,2.97,76.4,,
1995-08,-0.47,Illinois,4.18,78.8,,
1995-09,-1.16,Illinois,1.28,63.3,,
1995-10,-1.11,Illinois,3.02,55.4,,
1995-11,-1.22,Illinois,2.53,35.6,,
1995-12,-1.63,Illinois,1.41,28.2,,
1996-01,-1.37,Illinois,2.32,24.4,,
1996-02,-1.67,Illinois,0.80,30.4,,
1996-03,-1.74,Illinois,2.09,34.5,,
1996-04,0.69,Illinois,5.03,48.6,,
1996-05,1.98,Illinois,7.74,61.6,,
1996-06,1.89,Illinois,4.24,71.5,,
1996-07,2.17,Illinois,4.35,72.6,,
1996-08,1.48,Illinois,2.02,73.5,,
1996-09,1.28,Illinois,2.94,64.2,,
1996-10,0.98,Illinois,2.40,54.8,,
1996-11,1.08,Illinois,3.19,34.9,,
1996-12,0.81,Illinois,1.70,30.5,,
1997-01,1.05,Illinois,2.49,21.4,,
1997-02,2.01,Illinois,3.90,33.6,,
1997-03,-0.13,Illinois,3.00,42.9,,
1997-04,-0.48,Illinois,2.26,47.6,,
1997-05,-0.22,Illinois,4.03,57.6,,
1997-06,-0.23,Illinois,3.76,70.6,,
1997-07,-0.73,Illinois,2.21,75.1,,
1997-08,-0.05,Illinois,4.76,71.0,,
1997-09,-0.40,Illinois,2.38,66.3,,
1997-10,-0.75,Illinois,1.94,54.9,,
1997-11,-0.97,Illinois,2.46,38.6,,
1997-12,-1.23,Illinois,1.91,32.0,,
1998-01,0.31,Illinois,2.74,31.8,,
1998-02,0.50,Illinois,2.53,40.0,,
1998-03,1.12,Illinois,4.58,40.6,,
1998-04,1.46,Illinois,4.93,52.6,,
1998-05,1.31,Illinois,4.78,67.4,,
1998-06,2.60,Illinois,7.64,71.8,,
1998-07,2.34,Illinois,3.47,75.4,,
1998-08,2.09,Illinois,3.30,74.8,,
1998-09,1.32,Illinois,2.28,70.9,,
1998-10,1.63,Illinois,4.23,56.6,,
1998-11,1.28,Illinois,2.45,45.6,,
1998-12,0.84,Illinois,1.56,35.1,,
1999-01,1.81,Illinois,4.21,25.1,,
1999-02,1.87,Illinois,2.42,37.4,,
1999-03,1.16,Illinois,1.72,38.3,,
1999-04,1.66,Illinois,5.53,54.3,,
1999-05,1.25,Illinois,3.68,64.1,,
1999-06,1.60,Illinois,5.28,72.2,,
1999-07,-0.35,Illinois,2.93,78.6,,
1999-08,-0.51,Illinois,2.79,71.7,,
1999-09,-0.88,Illinois,2.18,65.2,,
1999-10,-1.29,Illinois,1.69,54.5,,
1999-11,-2.56,Illinois,0.53,48.4,,
1999-12,-2.77,Illinois,2.75,32.6,,
2000-01,-2.94,Illinois,1.53,27.3,,
2000-02,-2.60,Illinois,2.53,37.4,,
2000-03,-3.04,Illinois,2.03,46.2,,
2000-04,-2.98,Illinois,2.99,51.5,,
2000-05,-0.02,Illinois,4.40,65.1,,
2000-06,1.38,Illinois,7.34,70.3,,
2000-07,1.71,Illinois,4.36,73.2,,
2000-08,1.75,Illinois,3.56,74.6,,
2000-09,1.91,Illinois,3.81,66.3,,
2000-10,1.48,Illinois,2.10,58.0,,
2000-11,1.66,Illinois,3.18,38.9,,
2000-12,1.57,Illinois,1.94,17.6,,
2001-01,1.41,Illinois,1.72,25.7,,
2001-02,2.00,Illinois,3.19,30.9,,
2001-03,-0.70,Illinois,1.22,37.1,,
2001-04,-1.24,Illinois,2.84,57.6,,
2001-05,-0.03,Illinois,4.35,64.8,,
2001-06,0.02,Illinois,3.81,69.8,,
2001-07,0.12,Illinois,3.78,75.9,,
2001-08,0.37,Illinois,4.07,74.6,,
2001-09,0.49,Illinois,3.37,64.4,,
2001-10,1.82,Illinois,6.08,53.8,,
2001-11,1.81,Illinois,2.62,49.9,,
2001-12,1.91,Illinois,2.60,35.8,,
2002-01,1.90,Illinois,2.22,33.6,,
2002-02,1.74,Illinois,1.83,34.6,,
2002-03,1.78,Illinois,3.36,37.8,,
2002-04,2.09,Illinois,5.11,53.5,,
2002-05,3.22,Illinois,7.34,59.1,,
2002-06,-0.10,Illinois,4.02,73.9,,
2002-07,-0.62,Illinois,2.60,78.2,,
2002-08,-0.42,Illinois,4.19,75.0,,
2002-09,-1.05,Illinois,2.11,69.3,,
2002-10,-0.87,Illinois,3.07,52.1,,
2002-11,-1.61,Illinois,1.04,39.6,,
2002-12,-1.89,Illinois,2.17,32.2,,
2003-01,-2.40,Illinois,0.65,22.8,,
2003-02,-2.30,Illinois,1.83,26.4,,
2003-03,-2.59,Illinois,1.98,41.6,,
2003-04,-2.60,Illinois,3.18,53.5,,
2003-05,0.58,Illinois,5.50,61.1,,
2003-06,0.62,Illinois,3.79,67.9,,
2003-07,1.21,Illinois,5.00,74.8,,
2003-08,0.81,Illinois,2.55,75.3,,
2003-09,1.24,Illinois,4.25,64.1,,
2003-10,0.93,Illinois,1.98,54.5,,
2003-11,1.48,Illinois,4.51,44.8,,
2003-12,1.63,Illinois,2.56,33.8,,
2004-01,1.57,Illinois,1.98,24.7,,
2004-02,-0.45,Illinois,0.76,30.0,,
2004-03,-0.13,Illinois,4.14,45.4,,
2004-04,-0.97,Illinois,1.80,54.1,,
2004-05,0.79,Illinois,6.83,65.7,,
2004-06,0.47,Illinois,3.17,70.0,,
2004-07,0.74,Illinois,4.13,72.8,,
2004-08,1.66,Illinois,5.08,68.6,,
2004-09,0.57,Illinois,0.68,67.7,,
2004-10,1.30,Illinois,4.84,55.4,,
2004-11,2.08,Illinois,4.76,45.6,,
2004-12,1.89,Illinois,1.80,31.0,,
2005-01,3.24,Illinois,5.34,29.2,,
2005-02,0.02,Illinois,1.88,36.1,,
2005-03,-0.62,Illinois,1.56,39.0,,
2005-04,-1.16,Illinois,2.57,55.4,,
2005-05,-1.82,Illinois,1.74,60.9,,
2005-06,-2.72,Illinois,1.87,75.0,,
2005-07,-2.94,Illinois,3.23,76.3,,
2005-08,-2.90,Illinois,3.68,75.6,,
2005-09,-2.87,Illinois,3.63,70.7,,
2005-10,-3.43,Illinois,1.26,55.7,,
2005-11,-3.47,Illinois,3.51,44.5,,
2005-12,-4.02,Illinois,1.16,26.0,,
2006-01,-3.71,Illinois,2.74,38.1,,
2006-02,-3.88,Illinois,0.88,30.9,,
2006-03,0.62,Illinois,4.58,41.8,,
2006-04,-0.21,Illinois,3.79,57.0,,
2006-05,-0.37,Illinois,3.58,62.3,,
2006-06,-0.71,Illinois,2.98,71.4,,
2006-07,0.08,Illinois,4.09,77.1,,
2006-08,0.26,Illinois,4.05,74.7,,
2006-09,0.39,Illinois,3.43,63.7,,
2006-10,0.89,Illinois,3.80,51.3,,
2006-11,1.13,Illinois,3.32,44.4,,
2006-12,1.62,Illinois,3.40,35.3,,
2007-01,1.97,Illinois,2.93,30.3,,
2007-02,2.07,Illinois,2.31,21.7,,
2007-03,-0.26,Illinois,3.21,48.0,,
2007-04,-0.21,Illinois,3.52,50.2,,
2007-05,-1.13,Illinois,2.24,67.6,,
2007-06,-1.14,Illinois,4.13,72.7,,
2007-07,-1.18,Illinois,3.31,73.3,,
2007-08,-0.99,Illinois,4.36,78.2,,
2007-09,-1.80,Illinois,1.59,69.8,,
2007-10,-1.72,Illinois,3.50,59.9,,
2007-11,-2.29,Illinois,1.72,42.2,,
2007-12,0.18,Illinois,3.87,30.2,,
2008-01,0.41,Illinois,2.43,26.9,,
2008-02,1.70,Illinois,4.40,26.0,,
2008-03,2.23,Illinois,4.53,39.0,,
2008-04,2.29,Illinois,4.34,51.4,,
2008-05,2.68,Illinois,5.36,59.0,,
2008-06,2.92,Illinois,5.49,73.2,,
2008-07,3.66,Illinois,5.91,74.5,,
2008-08,2.95,Illinois,1.93,71.8,,
2008-09,4.47,Illinois,7.62,67.1,,
2008-10,4.25,Illinois,2.42,54.2,,
2008-11,3.83,Illinois,1.49,41.1,,
2008-12,4.43,Illinois,4.25,26.8,,
2009-01,3.66,Illinois,1.01,20.6,,
2009-02,3.65,Illinois,2.43,32.5,,
2009-03,3.59,Illinois,4.05,43.6,,
2009-04,4.22,Illinois,6.16,51.4,,
2009-05,4.34,Illinois,5.65,62.8,,
2009-06,4.28,Illinois,5.12,72.7,,
2009-07,4.52,Illinois,4.59,70.3,,
2009-08,4.95,Illinois,4.72,70.9,,
2009-09,4.34,Illinois,2.28,65.9,,
2009-10,6.52,Illinois,8.49,50.1,,
2009-11,6.07,Illinois,2.48,47.2,,
2009-12,6.33,Illinois,3.98,29.1,,
2010-01,5.55,Illinois,1.44,21.5,,
2010-02,4.91,Illinois,1.53,25.7,,
2010-03,4.12,Illinois,2.74,43.8,,
2010-04,3.23,Illinois,3.36,58.7,,
2010-05,3.28,Illinois,5.40,64.3,,
2010-06,4.24,Illinois,7.71,74.9,,
2010-07,4.49,Illinois,5.35,77.6,,
2010-08,4.00,Illinois,3.18,76.8,,
2010-09,3.82,Illinois,3.73,67.2,,
2010-10,2.89,Illinois,1.32,56.5,,
2010-11,2.61,Illinois,3.15,43.7,,
2010-12,2.16,Illinois,1.77,24.0,,
2011-01,1.71,Illinois,1.19,22.7,,
2011-02,2.30,Illinois,3.24,30.2,,
2011-03,1.87,Illinois,2.72,41.6,,
2011-04,3.18,Illinois,7.62,53.1,,
2011-05,3.30,Illinois,5.28,62.1,,
2011-06,3.96,Illinois,6.69,72.9,,
2011-07,-0.13,Illinois,3.61,79.9,,
2011-08,-0.80,Illinois,1.87,74.8,,
2011-09,-0.57,Illinois,3.56,63.6,,
2011-10,-0.96,Illinois,1.80,55.2,,
2011-11,0.52,Illinois,5.17,45.8,,
2011-12,0.92,Illinois,3.35,35.9,,
2012-01,0.89,Illinois,1.89,31.9,,
2012-02,-0.17,Illinois,1.48,35.8,,
2012-03,-1.29,Illinois,2.08,55.5,,
2012-04,-1.51,Illinois,3.13,54.6,,
2012-05,-2.24,Illinois,2.47,68.1,,
2012-06,-3.06,Illinois,1.73,72.6,,
2012-07,-4.36,Illinois,1.40,81.8,,
2012-08,-4.28,Illinois,3.50,73.6,,
2012-09,-3.37,Illinois,5.04,64.9,,
2012-10,-2.62,Illinois,3.93,52.5,,
2012-11,-3.07,Illinois,1.21,41.2,,
2012-12,-3.15,Illinois,2.25,36.8,,
2013-01,0.72,Illinois,3.81,29.2,,
2013-02,1.12,Illinois,2.65,29.9,,
2013-03,1.00,Illinois,2.61,34.3,,
2013-04,2.26,Illinois,6.93,50.2,,
2013-05,2.86,Illinois,6.57,63.9,,
2013-06,3.10,Illinois,5.33,71.5,,
2013-07,-0.02,Illinois,3.16,73.1,,
2013-08,-0.74,Illinois,1.44,72.8,,
2013-09,-1.44,Illinois,1.69,68.6,,
2013-10,-1.20,Illinois,3.33,54.5,,
2013-11,-1.31,Illinois,2.49,38.8,,
2013-12,-1.25,Illinois,2.48,26.2,,
2014-01,-1.12,Illinois,1.72,19.3,,
2014-02,-0.74,Illinois,2.22,19.4,,
2014-03,-1.19,Illinois,1.46,34.4,,
2014-04,0.56,Illinois,5.15,52.4,,
2014-05,0.15,Illinois,3.29,63.7,,
2014-06,1.13,Illinois,6.77,73.0,,
2014-07,1.17,Illinois,3.29,70.3,,
2014-08,1.96,Illinois,5.19,73.8,,
2014-09,2.36,Illinois,4.11,64.7,,
2014-10,3.04,Illinois,4.33,54.3,,
2014-11,3.04,Illinois,1.86,34.6,,
2014-12,2.77,Illinois,1.90,33.9,,
2015-01,2.39,Illinois,1.50,25.7,,
2015-02,2.02,Illinois,1.43,19.4,,
2015-03,1.57,Illinois,2.35,38.3,,
2015-04,1.19,Illinois,3.41,54.3,,
2015-05,1.41,Illinois,5.39,64.9,,
2015-06,3.40,Illinois,9.44,71.7,,
2015-07,3.83,Illinois,5.21,74.2,,
2015-08,3.55,Illinois,3.02,71.9,,
2015-09,3.24,Illinois,3.42,70.4,,
2015-10,2.47,Illinois,1.44,56.0,,
2015-11,3.14,Illinois,5.52,46.6,,
2015-12,4.57,Illinois,6.67,41.1,,
2016-01,3.73,Illinois,0.86,26.9,,
2016-02,3.13,Illinois,1.31,33.8,,
2016-03,2.65,Illinois,3.35,47.3,,
2016-04,2.17,Illinois,3.30,53.0,,
2016-05,2.06,Illinois,4.34,62.0,,
2016-06,1.35,Illinois,3.13,74.8,,
2016-07,2.47,Illinois,6.90,75.6,,
2016-08,3.71,Illinois,6.77,75.7,,
2016-09,3.50,Illinois,3.42,70.8,,
2016-10,3.07,Illinois,2.38,59.9,,
2016-11,2.81,Illinois,2.59,48.1,,
2016-12,2.39,Illinois,1.40,28.9,,
2017-01,2.32,Illinois,2.13,32.1,,
2017-02,1.38,Illinois,0.73,41.1,,
2017-03,1.35,Illinois,3.56,43.2,,
2017-04,2.25,Illinois,6.88,56.5,,
2017-05,2.44,Illinois,5.17,61.9,,
2017-06,-0.36,Illinois,3.19,72.7,,
2017-07,0.42,Illinois,4.81,76.1,,
2017-08,-0.27,Illinois,2.40,70.5,,
2017-09,-1.35,Illinois,0.83,68.8,,
2017-10,-0.62,Illinois,5.00,58.1,,
2017-11,-0.78,Illinois,2.26,41.9,,
2017-12,-1.32,Illinois,0.84,29.8,,
2018-01,-1.48,Illinois,1.30,24.1,,
2018-02,1.57,Illinois,4.88,31.8,,
2018-03,1.83,Illinois,3.91,39.2,,
2018-04,1.46,Illinois,2.42,44.8,,
2018-05,0.77,Illinois,3.80,70.7,,
