County_name,State_name,County_code,Year,Total_population,Total_households,Female_population,Male_population,Median_age,Median_household_income_past_12m,Bachelor_degree,Master_degree,Professional_degree,Doctorate_degree,Num_employed,Num_unemployed,Labor_force,Avg_household_size,Median_value_owner_occupied_housing,Median_gross_rent,Households_no_internet,Households_internet_subscription,Households_solar_energy_fuel,Num_under_18,Num_18_to_34,Num_35_to_64,Num_65_more,Num_industry_agriculture_fishing_hunting,Calculated_Total,Total_matches
"Mono County, California",06,051,2018,14174,4847,6833,7341,38.3,63018,2336.0,597.0,91.0,52.0,8278,262,8540,2.86,326400,1125,626.0,4071.0,6,2689,3707,5748,2030,395,14174,True
"San Benito County, California",06,069,2018,59416,17740,29790,29626,35.5,81977,5164.0,1601.0,467.0,254.0,28831,2294,31125,3.33,496200,1477,1619.0,15818.0,113,15603,13627,22992,7194,1855,59416,True
"Sacramento County, California",06,067,2018,1510023,536029,772281,737742,36.0,63902,203352.0,70481.0,23020.0,11273.0,686019,54551,740570,2.77,330100,1184,60474.0,461023.0,1483,362761,369342,575713,202207,5486,1510023,True
"El Dorado County, California",06,017,2018,186661,69172,93621,93040,45.8,80582,29222.0,10606.0,3615.0,1954.0,83049,5480,88529,2.67,437200,1200,7618.0,59779.0,840,38016,32672,79222,36751,893,186661,True
"Monterey County, California",06,053,2018,433212,126052,212245,220967,34.1,66676,40485.0,17746.0,5495.0,3431.0,185025,10475,195500,3.3,477200,1401,20633.0,102281.0,725,114125,107775,155797,55515,33069,433212,True
"San Francisco County, California",06,075,2018,870044,359673,426074,443970,38.2,104552,236593.0,104369.0,33951.0,19091.0,515382,25320,540702,2.36,1009500,1805,40493.0,310423.0,966,116897,266524,355185,131438,1003,870044,True
"San Diego County, California",06,073,2018,3302833,1118980,1640902,1661931,35.6,74855,521525.0,216698.0,62424.0,47375.0,1564930,106962,1671892,2.87,526300,1569,101881.0,995991.0,10377,726344,894498,1242396,439595,12770,3302833,True
"Tulare County, California",06,107,2018,460477,136106,230222,230255,30.8,47518,25710.0,8869.0,2703.0,1211.0,177236,18321,195557,3.34,191200,904,30880.0,100897.0,753,143528,112819,153739,50391,31558,460477,True
"Humboldt County, California",06,023,2018,135768,54267,68102,67666,38.0,45528,18017.0,5945.0,2176.0,1242.0,60970,5327,66297,2.43,296600,947,8276.0,44253.0,165,26259,35908,50954,22647,2883,135768,True
"Alpine County, California",06,003,2018,1146,299,534,612,44.3,64688,149.0,56.0,11.0,19.0,366,79,445,3.71,349000,540,32.0,254.0,0,239,214,400,293,14,1146,True
"Madera County, California",06,039,2018,155013,44759,80330,74683,33.9,52884,9696.0,2981.0,928.0,479.0,57799,5243,63042,3.28,235200,986,8855.0,34547.0,321,42814,36650,54752,20797,9204,155013,True
"Santa Cruz County, California",06,087,2018,273765,95756,138038,135727,37.4,78041,42317.0,18862.0,5478.0,4953.0,134904,9027,143931,2.73,711000,1647,10412.0,82994.0,642,53761,74696,104307,41001,6819,273765,True
"Trinity County, California",06,105,2018,12862,5796,6280,6582,51.8,38497,1482.0,391.0,47.0,45.0,4758,446,5204,2.17,284600,815,1754.0,3943.0,6,2172,1781,5520,3389,302,12862,True
"Riverside County, California",06,065,2018,2383286,718349,1197098,1186188,35.3,63948,212065.0,86849.0,20794.0,14010.0,1007795,94709,1102504,3.27,330600,1311,90026.0,611462.0,4262,613808,568166,872703,328609,14433,2383286,True
"San Bernardino County, California",06,071,2018,2135413,630633,1072941,1062472,33.1,60164,175216.0,68909.0,16166.0,9737.0,892435,85647,978082,3.3,305400,1230,83818.0,517165.0,2019,572852,550020,779198,233343,4771,2135413,True
"Marin County, California",06,041,2018,260295,105258,133182,127113,46.5,110217,63261.0,30097.0,12688.0,5972.0,131425,5149,136574,2.4,959200,1970,7245.0,95577.0,695,52908,39592,113170,54625,809,260295,True
"Placer County, California",06,061,2018,380077,140661,194566,185511,41.9,84357,68639.0,23038.0,7636.0,3032.0,173493,9005,182498,2.67,443700,1463,12317.0,124949.0,957,85719,70709,152550,71099,1249,380077,True
"Shasta County, California",06,089,2018,179085,70473,91226,87859,41.8,50905,18432.0,6117.0,2675.0,771.0,72392,4824,77216,2.49,242500,1000,12120.0,56019.0,202,38673,37040,67751,35621,1367,179085,True
"Solano County, California",06,095,2018,438530,149067,220599,217931,37.9,77609,54826.0,16665.0,4446.0,2559.0,202713,15346,218059,2.87,377500,1498,13490.0,132604.0,1743,98813,103615,171712,64390,2739,438530,True
"Colusa County, California",06,011,2018,21464,7113,10340,11124,35.1,56704,1571.0,353.0,131.0,48.0,9663,520,10183,2.99,249800,877,1474.0,5530.0,103,5883,4825,7790,2966,2615,21464,True
"Tehama County, California",06,103,2018,63373,24025,31869,31504,40.9,42899,4820.0,1315.0,483.0,91.0,24265,2484,26749,2.6,203400,839,5907.0,17440.0,165,15178,12399,23831,11965,1617,63373,True
"Yuba County, California",06,115,2018,75493,26179,37025,38468,32.5,52624,5531.0,1711.0,472.0,152.0,28954,2648,31602,2.83,231900,951,4248.0,21182.0,320,20874,19348,26196,9075,1215,75493,True
"Lassen County, California",06,035,2018,31185,9493,10514,20671,36.0,56362,1787.0,540.0,276.0,94.0,8788,570,9358,2.23,184200,945,1882.0,7330.0,37,4926,10156,11946,4157,562,31185,True
"Sonoma County, California",06,097,2018,501317,189339,256121,245196,41.7,76753,78692.0,30256.0,10437.0,5488.0,253421,13543,266964,2.6,568700,1549,17953.0,165995.0,940,100818,107948,201454,91097,6885,501317,True
"Imperial County, California",06,025,2018,180216,44057,87966,92250,32.4,45834,10794.0,3883.0,906.0,219.0,59919,10782,70701,3.87,177100,818,9837.0,32790.0,117,51676,45412,60682,22446,5716,180216,True
"Alameda County, California",06,001,2018,1643700,572870,836529,807171,37.4,92574,305740.0,157561.0,34881.0,33519.0,847170,45110,892280,2.81,707800,1674,55710.0,502952.0,1959,344513,414650,668620,215917,2868,1643700,True
"Napa County, California",06,055,2018,140530,49032,70448,70082,41.1,84753,22549.0,7305.0,3011.0,1412.0,70888,3728,74616,2.78,603700,1621,4926.0,43118.0,307,29894,29685,55591,25360,4004,140530,True
"Sierra County, California",06,091,2018,2930,1241,1388,1542,55.5,48125,207.0,191.0,20.0,18.0,1251,60,1311,2.34,173200,888,309.0,913.0,0,441,346,1290,853,46,2930,True
"Yolo County, California",06,113,2018,214977,73510,110602,104375,31.0,65923,26649.0,13780.0,5523.0,6472.0,97374,6722,104096,2.81,395500,1266,7510.0,63886.0,922,45919,72458,71159,25441,3810,214977,True
"Nevada County, California",06,057,2018,99092,40904,50203,48889,50.1,63240,17914.0,6818.0,1934.0,1088.0,43368,2971,46339,2.39,400000,1222,4970.0,34790.0,272,17189,16029,40697,25177,535,99092,True
"Mendocino County, California",06,045,2018,87422,34090,43983,43439,42.8,49233,10087.0,3298.0,1197.0,659.0,37712,3837,41549,2.5,356800,1100,6194.0,26921.0,139,18891,16701,33985,17845,2651,87422,True
"Los Angeles County, California",06,037,2018,10098052,3306109,5121264,4976788,36.2,64251,1416842.0,510104.0,161247.0,89288.0,4869658,357178,5226836,3.0,543400,1390,475645.0,2726485.0,7828,2246521,2615977,3936277,1299277,18979,10098052,True
"Santa Clara County, California",06,085,2018,1922200,635525,951731,970469,37.0,116178,361683.0,231988.0,36454.0,49373.0,985838,49598,1035436,2.97,913000,2126,43893.0,578387.0,2807,432684,470621,771987,246908,4900,1922200,True
"Siskiyou County, California",06,093,2018,43540,19257,21834,21706,48.0,44200,4730.0,1587.0,586.0,260.0,16725,1440,18165,2.23,186300,836,3651.0,15121.0,100,8797,7390,16890,10463,1782,43540,True
"Del Norte County, California",06,015,2018,27424,9799,12849,14575,38.6,45258,1619.0,698.0,317.0,148.0,8823,796,9619,2.48,204000,862,1706.0,7560.0,24,5954,6114,10771,4585,381,27424,True
"Glenn County, California",06,021,2018,27897,10017,13726,14171,36.6,47395,1947.0,291.0,138.0,108.0,10994,806,11800,2.75,222000,788,2611.0,7055.0,68,7470,5950,10177,4300,2582,27897,True
"Butte County, California",06,007,2018,227075,86797,114562,112513,37.1,48443,25926.0,8566.0,3250.0,1518.0,94908,9085,103993,2.55,248100,1016,11702.0,72797.0,505,45658,62220,78978,40219,3683,227075,True
"Kings County, California",06,031,2018,150075,42735,67401,82674,31.7,53865,8784.0,2452.0,916.0,286.0,53217,4855,58072,3.16,202800,971,8128.0,33197.0,492,40935,41878,52695,14567,7726,150075,True
"Plumas County, California",06,063,2018,18699,8047,9276,9423,52.2,53270,1922.0,1136.0,241.0,91.0,7536,516,8052,2.28,234900,868,1634.0,6192.0,31,3063,2920,7728,4988,289,18699,True
"San Luis Obispo County, California",06,079,2018,281455,105317,138686,142769,39.1,70699,40138.0,16224.0,4837.0,3724.0,129358,6175,135533,2.52,537900,1385,11257.0,91361.0,663,50492,76173,102032,52758,3943,281455,True
"Fresno County, California",06,019,2018,978130,304624,490194,487936,32.0,51261,82089.0,26629.0,10077.0,4612.0,400175,41276,441451,3.16,237500,967,55958.0,238774.0,3550,279979,250158,333555,114438,39198,978130,True
"Kern County, California",06,029,2018,883053,267913,430407,452646,31.5,52479,57030.0,20614.0,5098.0,3010.0,339384,39056,378440,3.18,205200,956,51810.0,206956.0,1646,257750,228703,304595,92005,42719,883053,True
"Orange County, California",06,059,2018,3164182,1032373,1601753,1562429,37.8,85398,553419.0,209411.0,59466.0,35342.0,1578079,84431,1662510,3.02,652900,1777,85119.0,926313.0,3554,711188,754603,1257903,440488,7744,3164182,True
"Ventura County, California",06,111,2018,848112,271226,428524,419588,37.9,84017,117739.0,47383.0,13410.0,9026.0,412228,25853,438081,3.08,559700,1705,30848.0,236018.0,887,199599,193979,331099,123435,22135,848112,True
"Calaveras County, California",06,009,2018,45235,17417,22801,22434,52.1,58151,4386.0,1512.0,373.0,203.0,17114,1116,18230,2.57,297700,1286,2973.0,13867.0,143,7768,6794,18459,12214,420,45235,True
"Sutter County, California",06,101,2018,95872,32360,48083,47789,35.7,56955,7345.0,2553.0,832.0,294.0,38664,4144,42808,2.93,260300,986,4979.0,26683.0,389,25116,21819,34709,14228,4120,95872,True
"San Mateo County, California",06,081,2018,765935,261969,388084,377851,39.6,113776,157556.0,74424.0,22332.0,19318.0,409911,17556,427467,2.89,994100,2158,21594.0,235722.0,915,161248,168784,318036,117867,1882,765935,True
"Tuolumne County, California",06,109,2018,53932,22427,25830,28102,48.4,56493,5286.0,1940.0,650.0,362.0,20930,1516,22446,2.25,278900,970,3980.0,17705.0,59,9013,10465,21103,13351,543,53932,True
"San Joaquin County, California",06,077,2018,732212,226727,367600,364612,34.1,61145,57633.0,18471.0,5442.0,2940.0,305509,28989,334498,3.16,313800,1159,37574.0,182916.0,2001,201506,173691,267554,89461,14231,732212,True
"Amador County, California",06,005,2018,37829,14090,17527,20302,50.5,61198,3910.0,1220.0,630.0,237.0,13289,1255,14544,2.42,296400,1056,2004.0,11645.0,80,5822,6231,15824,9952,483,37829,True
"Merced County, California",06,047,2019,271382,80008,134395,136987,31.1,53672,14630.0,5301.0,1286.0,901.0,104983,14137,119120,3.32,252700,1021,10737.0,67516.0,745,80459,69983,90984,29956,13477,271382,True
"Mariposa County, California",06,043,2019,17420,7643,8548,8872,51.7,48820,2169.0,793.0,224.0,162.0,7038,634,7672,2.13,275700,929,1512.0,5886.0,27,2840,2843,6947,4790,148,17420,True
"Modoc County, California",06,049,2019,8907,3616,4281,4626,47.8,45507,638.0,295.0,80.0,11.0,2957,278,3235,2.33,140600,717,986.0,2536.0,0,1752,1448,3306,2401,640,8907,True
"Contra Costa County, California",06,013,2019,1142251,394769,583749,558502,39.7,99716,206622.0,85966.0,24350.0,16460.0,559366,31392,590758,2.87,625800,1819,26150.0,362591.0,4708,261203,239145,466021,175882,2762,1142251,True
"Inyo County, California",06,027,2019,17977,7950,8915,9062,45.8,57316,2201.0,1085.0,155.0,146.0,8238,355,8593,2.18,269100,919,1273.0,6397.0,47,3609,3094,7177,4097,346,17977,True
"Stanislaus County, California",06,099,2019,543194,173898,274323,268871,34.1,60704,40630.0,11755.0,4290.0,1977.0,228175,22800,250975,3.09,291600,1155,23028.0,147966.0,1006,147623,130549,195343,69679,12667,543194,True
"Santa Barbara County, California",06,083,2019,444829,145856,222170,222659,33.8,74624,55474.0,24612.0,7129.0,6758.0,213438,13147,226585,2.91,577400,1643,13405.0,128775.0,608,99184,129755,149327,66563,18748,444829,True
"Tehama County, California",06,103,2019,63912,24189,32139,31773,41.0,44514,4864.0,1418.0,497.0,89.0,24633,2318,26951,2.61,215900,872,5056.0,18509.0,146,15258,12527,23820,12307,1777,63912,True
"Mono County, California",06,051,2019,14310,4765,6676,7634,37.7,62260,2084.0,489.0,167.0,121.0,8328,291,8619,2.93,312500,1206,607.0,4031.0,4,2671,3827,5763,2049,193,14310,True
"San Benito County, California",06,069,2019,60376,18135,30225,30151,35.7,86958,5294.0,1703.0,428.0,261.0,29347,2163,31510,3.31,551500,1535,1460.0,16411.0,211,15678,13877,23292,7529,1927,60376,True
"Sacramento County, California",06,067,2019,1524553,543025,779556,744997,36.2,67151,210144.0,72897.0,23313.0,10965.0,704151,49129,753280,2.76,351900,1252,51681.0,479284.0,1814,363176,371726,580055,209596,5542,1524553,True
"El Dorado County, California",06,017,2019,188563,70974,94641,93922,45.9,83377,31014.0,10480.0,3571.0,1930.0,85101,4917,90018,2.63,460900,1260,7177.0,62191.0,745,37922,32683,79388,38570,1022,188563,True
"Monterey County, California",06,053,2019,433410,127155,212409,221001,34.4,71015,40905.0,18092.0,5602.0,3507.0,187708,9696,197404,3.27,516600,1495,17374.0,107372.0,792,113869,106478,155823,57240,32519,433410,True
"San Francisco County, California",06,075,2019,874961,362354,428675,446286,38.2,112449,241699.0,107424.0,35058.0,19535.0,523501,23040,546541,2.36,1097800,1895,35640.0,318105.0,1003,117546,267446,354988,134981,907,874961,True
"San Diego County, California",06,073,2019,3316073,1125286,1646558,1669515,35.8,78980,533725.0,225220.0,64991.0,47846.0,1588732,101445,1690177,2.87,563700,1658,88423.0,1016635.0,13050,722738,892602,1246644,454089,11591,3316073,True
"Tulare County, California",06,107,2019,461898,138238,230932,230966,31.0,49687,26586.0,9274.0,2518.0,1319.0,178687,18841,197528,3.3,205000,942,26514.0,107781.0,1168,143158,112882,154327,51531,29737,461898,True
"Humboldt County, California",06,023,2019,135940,54679,68364,67576,38.4,48041,18745.0,6030.0,2085.0,1263.0,62030,5253,67283,2.41,313200,981,7475.0,45836.0,216,26137,35753,50532,23518,3055,135940,True
"Alpine County, California",06,003,2019,1039,350,485,554,52.2,63750,163.0,58.0,23.0,22.0,343,49,392,2.87,365300,538,35.0,301.0,15,201,134,393,311,26,1039,True
"Madera County, California",06,039,2019,155433,44881,80461,74972,34.1,57585,9917.0,3059.0,845.0,371.0,58268,5554,63822,3.28,251200,1014,7630.0,35975.0,408,42853,36604,54545,21431,8753,155433,True
"Santa Cruz County, California",06,087,2019,273962,95818,138328,135634,37.8,82234,42819.0,19835.0,5464.0,5393.0,136406,8264,144670,2.72,756600,1717,9689.0,83879.0,790,53121,74474,103212,43155,7430,273962,True
"Trinity County, California",06,105,2019,12700,5939,6165,6535,52.5,40846,1411.0,419.0,62.0,30.0,4465,432,4897,2.09,287700,799,1763.0,4077.0,15,2166,1711,5413,3410,317,12700,True
"Riverside County, California",06,065,2019,2411439,724893,1210479,1200960,35.6,67005,221322.0,90052.0,21490.0,15073.0,1032734,83356,1116090,3.28,350100,1375,79333.0,629915.0,5519,614149,572346,884369,340575,14008,2411439,True
"San Bernardino County, California",06,071,2019,2149031,636041,1079265,1069766,33.3,63362,183593.0,72885.0,16940.0,10066.0,914514,75886,990400,3.29,328200,1283,69639.0,538250.0,2799,571568,552375,783127,241961,5256,2149031,True
"Marin County, California",06,041,2019,259943,105432,132987,126956,46.8,115246,65371.0,29500.0,12434.0,5969.0,130747,5039,135786,2.4,995800,2069,6596.0,96487.0,632,52633,39547,111593,56170,809,259943,True
"Placer County, California",06,061,2019,385512,142855,197350,188162,42.0,89691,71518.0,24589.0,8330.0,2941.0,178325,7902,186227,2.67,471500,1542,11158.0,128427.0,1237,86331,71057,154352,73772,1209,385512,True
"Shasta County, California",06,089,2019,179212,71181,91165,88047,41.5,54667,18727.0,6098.0,2538.0,681.0,74134,4280,78414,2.47,252300,1039,11040.0,57633.0,248,38679,36875,67386,36272,1532,179212,True
"Solano County, California",06,095,2019,441829,149865,222011,219818,38.1,81472,56528.0,18104.0,4776.0,2328.0,206978,13191,220169,2.88,406900,1592,11356.0,135975.0,2093,98839,103829,171852,67309,2829,441829,True
"Colusa County, California",06,011,2019,21454,7227,10460,10994,35.3,59401,1523.0,343.0,119.0,67.0,9692,435,10127,2.94,265200,889,1262.0,5872.0,200,5842,4823,7707,3082,2544,21454,True
"Glenn County, California",06,021,2019,27976,10085,13758,14218,36.4,49633,1964.0,342.0,175.0,60.0,11279,635,11914,2.74,233200,835,2428.0,7273.0,70,7485,5964,10067,4460,2486,27976,True
"Butte County, California",06,007,2019,225817,85320,114082,111735,37.1,52537,26518.0,8461.0,3327.0,1843.0,96095,8462,104557,2.57,271700,1060,10018.0,73174.0,638,45439,61868,77825,40685,3722,225817,True
"Kings County, California",06,031,2019,150691,43452,67696,82995,31.8,57848,9430.0,2843.0,1058.0,299.0,54408,4496,58904,3.13,215900,990,7210.0,35131.0,508,41039,42107,52482,15063,7864,150691,True
"Plumas County, California",06,063,2019,18660,8450,9378,9282,52.3,55359,2141.0,1087.0,161.0,43.0,7733,439,8172,2.16,242300,916,1616.0,6634.0,35,3117,2838,7655,5050,357,18660,True
"San Luis Obispo County, California",06,079,2019,282165,105981,139159,143006,39.2,73518,41436.0,17012.0,5080.0,3284.0,131679,5530,137209,2.51,574000,1476,9746.0,93705.0,853,50176,75971,101171,54847,3736,282165,True
"Fresno County, California",06,019,2019,984521,307906,493375,491146,32.2,53969,84769.0,27427.0,11054.0,4669.0,407511,38876,446387,3.14,255000,998,51702.0,247727.0,4869,280844,250116,335784,117777,38958,984521,True
"Kern County, California",06,029,2019,887641,270282,432798,454843,31.6,53350,58968.0,20953.0,5222.0,2951.0,343445,37459,380904,3.17,213900,978,45836.0,216465.0,2496,258089,229165,305675,94712,41973,887641,True
"Orange County, California",06,059,2019,3168044,1037492,1604212,1563832,38.1,90234,564720.0,217133.0,61323.0,36910.0,1592151,77176,1669327,3.01,679300,1854,74254.0,944471.0,4407,704508,751173,1257258,455105,8378,3168044,True
"Ventura County, California",06,111,2019,847263,271040,428152,419111,38.1,88131,121499.0,48177.0,14027.0,8972.0,415752,22340,438092,3.08,588400,1776,27200.0,239530.0,1162,196787,193245,329603,127628,22007,847263,True
"Calaveras County, California",06,009,2019,45514,16942,22851,22663,52.0,63158,4260.0,1493.0,402.0,229.0,17223,1174,18397,2.66,319500,1339,2256.0,14165.0,163,7811,6959,18225,12519,484,45514,True
"Sutter County, California",06,101,2019,96109,32636,48243,47866,35.7,59050,7457.0,2926.0,839.0,202.0,39045,3531,42576,2.91,279400,1033,4825.0,27125.0,519,25059,21863,34769,14418,4291,96109,True
"San Mateo County, California",06,081,2019,767423,263543,388095,379328,39.7,122641,159607.0,77549.0,23033.0,20860.0,414747,16104,430851,2.87,1089400,2316,18921.0,240433.0,990,159504,170034,317008,120877,1959,767423,True
"Tuolumne County, California",06,109,2019,54045,22502,25933,28112,48.4,60108,5460.0,2045.0,649.0,317.0,20993,1156,22149,2.24,289200,1009,3314.0,18638.0,85,8987,10308,20923,13827,443,54045,True
"San Joaquin County, California",06,077,2019,742603,228567,372451,370152,34.3,64432,60276.0,19050.0,5726.0,2653.0,313129,26334,339463,3.17,342100,1208,32793.0,190449.0,2319,202701,175911,270910,93081,13924,742603,True
"Amador County, California",06,005,2019,38429,14594,17789,20640,50.5,62772,3979.0,1075.0,593.0,190.0,13665,1010,14675,2.38,313700,1103,1694.0,12488.0,79,5847,6404,15932,10246,556,38429,True
"Lake County, California",06,033,2019,64195,25660,32330,31865,45.6,47040,4659.0,1728.0,615.0,210.0,24304,2327,26631,2.46,219400,978,5356.0,19758.0,241,13400,11336,25126,14333,1400,64195,True
"Yuba County, California",06,115,2019,76360,26354,37410,38950,32.8,58054,5872.0,1730.0,439.0,152.0,29821,2297,32118,2.84,257100,1002,3653.0,22003.0,480,21078,19442,26465,9375,1103,76360,True
"Lassen County, California",06,035,2019,30818,9280,10486,20332,36.6,56352,2080.0,557.0,219.0,72.0,8611,598,9209,2.26,203000,956,1705.0,7394.0,29,4602,9908,11929,4379,531,30818,True
"Sonoma County, California",06,097,2019,499772,189374,255727,244045,42.1,81018,79864.0,30937.0,11027.0,5754.0,256074,11658,267732,2.59,609600,1621,14943.0,170228.0,1129,99190,105831,199838,94913,7227,499772,True
"Imperial County, California",06,025,2019,180701,44829,87949,92752,32.4,47622,11716.0,3829.0,904.0,311.0,60074,9924,69998,3.81,195800,830,8605.0,34963.0,131,51853,45285,60722,22841,5529,180701,True
"Alameda County, California",06,001,2019,1656754,577177,842239,814515,37.6,99406,320319.0,164717.0,35503.0,35566.0,862449,41725,904174,2.82,769300,1797,50627.0,514286.0,2333,344027,416084,672617,224026,2658,1656754,True
"Napa County, California",06,055,2019,139623,48705,70020,69603,41.3,88596,22816.0,7689.0,3183.0,1403.0,71141,3331,74472,2.78,635900,1700,4157.0,43501.0,340,29201,29389,55065,25968,3804,139623,True
"Sierra County, California",06,091,2019,3040,1319,1415,1625,54.8,52148,205.0,131.0,81.0,17.0,1268,71,1339,2.28,231400,972,281.0,992.0,0,482,409,1257,892,146,3040,True
"Yolo County, California",06,113,2019,217352,74296,111914,105438,31.0,70228,27562.0,13552.0,5403.0,6334.0,99367,6562,105929,2.81,424900,1324,6649.0,65778.0,1125,46026,73354,71576,26396,4094,217352,True
"Nevada County, California",06,057,2019,99244,40855,50297,48947,50.5,66096,18412.0,6997.0,1844.0,1054.0,44059,2133,46192,2.4,431000,1273,4679.0,35231.0,307,17099,15752,40139,26254,523,99244,True
"Mendocino County, California",06,045,2019,87224,34408,43982,43242,43.1,51416,9685.0,3480.0,1292.0,700.0,37689,3571,41260,2.47,377500,1146,5446.0,28141.0,170,18702,16360,33630,18532,2360,87224,True
"Los Angeles County, California",06,037,2019,10081570,3316795,5112188,4969382,36.5,68044,1460862.0,522777.0,165612.0,91828.0,4929863,319435,5249298,2.99,583200,1460,416636.0,2803857.0,9746,2214760,2603161,3927671,1335978,19015,10081570,True
"Santa Clara County, California",06,085,2019,1927470,640215,953048,974422,37.1,124055,369625.0,239068.0,37309.0,53518.0,999094,44635,1043729,2.95,984000,2268,38578.0,589320.0,3742,428382,473729,771185,254174,4755,1927470,True
"Siskiyou County, California",06,093,2019,43468,19240,21760,21708,47.8,45241,4859.0,1547.0,662.0,275.0,16538,1269,17807,2.23,198900,856,3255.0,15591.0,80,8826,7397,16513,10732,1861,43468,True
"Del Norte County, California",06,015,2019,27495,9945,12750,14745,39.5,45283,1711.0,683.0,270.0,243.0,9015,751,9766,2.47,218800,878,1493.0,7961.0,29,5920,5916,10932,4727,393,27495,True
"Alameda County, California",06,001,2020,1661584,573174,844443,817141,37.8,104888,332539.0,172444.0,35591.0,35153.0,867923,43126,911049,2.84,825300,1904,40625.0,522772.0,2587,341591,414505,674302,231186,2604,1661584,True
"Alpine County, California",06,003,2020,1159,397,540,619,47.6,85750,173.0,100.0,51.0,12.0,406,45,451,2.83,372500,639,22.0,358.0,19,252,142,428,337,25,1159,True
"Butte County, California",06,007,2020,223344,83879,112953,110391,36.9,54972,26874.0,8986.0,3516.0,2007.0,96056,7687,103743,2.59,304700,1087,8033.0,73862.0,848,44865,61237,76579,40663,3734,223344,True
"Colusa County, California",06,011,2020,21491,7329,10498,10993,35.4,59427,1577.0,343.0,63.0,58.0,9688,425,10113,2.9,274100,918,1359.0,5906.0,148,5863,4776,7710,3142,2260,21491,True
"Contra Costa County, California",06,013,2020,1147788,398299,586593,561195,39.9,103997,212718.0,89959.0,24722.0,16845.0,563813,32666,596479,2.86,655500,1928,21101.0,371693.0,5598,260191,238999,467020,181578,2728,1147788,True
"El Dorado County, California",06,017,2020,190345,73078,95572,94773,46.3,83710,32856.0,10498.0,3811.0,1854.0,85899,4197,90096,2.58,479800,1320,6718.0,65092.0,737,37911,32596,79420,40418,1073,190345,True
"Fresno County, California",06,019,2020,990204,310097,496148,494056,32.4,57109,89315.0,28590.0,11961.0,4745.0,408625,39697,448322,3.14,271000,1029,44580.0,257011.0,5637,281391,250005,337679,121129,35765,990204,True
"Humboldt County, California",06,023,2020,136101,54120,68563,67538,38.9,49235,19270.0,6231.0,1928.0,1341.0,61137,6074,67211,2.44,331300,1002,6447.0,46505.0,355,25945,35647,50222,24287,3052,136101,True
"Imperial County, California",06,025,2020,180580,45768,87971,92609,32.5,46222,12186.0,3424.0,1063.0,320.0,59490,9444,68934,3.73,206700,847,7187.0,37555.0,110,51772,45259,60243,23306,5539,180580,True
"Kern County, California",06,029,2020,892458,273556,435215,457243,31.9,54851,61882.0,22789.0,5657.0,2792.0,346787,34847,381634,3.15,226600,994,37882.0,229600.0,2812,258159,229554,306881,97864,40334,892458,True
"Kings County, California",06,031,2020,151090,43604,67880,83210,32.0,61556,9431.0,3008.0,1075.0,554.0,53687,4952,58639,3.14,227400,1030,6270.0,36415.0,568,40923,42109,52494,15564,8134,151090,True
"Lassen County, California",06,035,2020,30600,9172,10558,20042,36.8,56971,2033.0,462.0,214.0,116.0,8256,541,8797,2.26,207800,928,1400.0,7612.0,13,4937,9365,11877,4421,395,30600,True
"Madera County, California",06,039,2020,155925,44479,80618,75307,34.1,61924,10572.0,3046.0,948.0,346.0,58917,6270,65187,3.32,268500,1068,5647.0,37745.0,687,42781,36913,54373,21858,8742,155925,True
"Marin County, California",06,041,2020,259441,104900,132912,126529,47.1,121671,65503.0,30533.0,12355.0,6213.0,130038,6184,136222,2.41,1053600,2170,5235.0,97855.0,600,51974,39422,110211,57834,962,259441,True
"Mariposa County, California",06,043,2020,17319,7846,8389,8930,51.8,50960,2440.0,945.0,153.0,121.0,6914,661,7575,2.06,290200,1010,1279.0,6304.0,33,2844,2704,6890,4881,226,17319,True
"Mendocino County, California",06,045,2020,87110,34164,44003,43107,43.4,52915,9143.0,3789.0,1349.0,596.0,37369,3536,40905,2.48,388500,1134,4861.0,28351.0,232,18592,16373,32911,19234,2413,87110,True
"Merced County, California",06,047,2020,273661,81306,135433,138228,31.2,56330,15580.0,4997.0,1419.0,877.0,107059,12819,119878,3.29,268800,1054,8737.0,71337.0,766,80729,70775,91392,30765,12689,273661,True
"Modoc County, California",06,049,2020,8853,3594,4349,4504,47.6,51250,821.0,292.0,99.0,8.0,3166,290,3456,2.33,153600,757,772.0,2708.0,0,1743,1456,3227,2427,646,8853,True
"Monterey County, California",06,053,2020,432977,128003,212558,220419,34.7,76943,43698.0,19119.0,5973.0,3802.0,188734,10084,198818,3.25,559400,1600,13391.0,112565.0,983,113350,105151,155415,59061,29856,432977,True
"Napa County, California",06,055,2020,138572,48484,69522,69050,41.8,92219,23922.0,7916.0,3355.0,1266.0,70752,3350,74102,2.78,666900,1775,3514.0,43957.0,366,28555,29011,54396,26610,3477,138572,True
"Nevada County, California",06,057,2020,99417,40917,50474,48943,50.5,68333,18883.0,6941.0,1853.0,1071.0,44843,1851,46694,2.4,446100,1315,4037.0,36137.0,304,17000,15554,39613,27250,649,99417,True
"Orange County, California",06,059,2020,3170345,1040001,1605768,1564577,38.3,94441,575866.0,223208.0,64671.0,36662.0,1592877,83099,1675976,3.01,703800,1928,63057.0,958758.0,5533,697715,748224,1255564,468842,9046,3170345,True
